reading_id,ts,station,lat,lon,reading_c,humidity_pct,calibration,battery_pct,alarm,split
10109,2025-03-05 13:00:00,north,45.070045,7.686914,18.255,70.08,0.9801,96.7,0,train
10110,2025-03-05 14:00:00,north,45.067581,7.682112,16.931,78.96,0.9694,100.0,0,train
10111,2025-03-05 15:00:00,north,45.068304,7.685061,14.595,73.69,1.0371,94.0,0,train
10112,2025-03-05 16:00:00,north,45.074873,7.691186,13.819,80.17,1.0089,92.4,0,train
10113,2025-03-05 17:00:00,hill,45.103461,7.736398,12.161,83.24,0.9104,96.9,0,train
10114,2025-03-05 18:00:00,harbour,45.045556,7.610045,17.382,79.95,1.0035,99.3,0,train
10115,2025-03-05 19:00:00,north,45.071057,7.685087,13.653,77.03,1.0227,96.9,0,train
10116,2025-03-05 20:00:00,harbour,45.044442,7.614407,19.923,73.0,0.9692,99.3,0,train
10117,2025-03-05 21:00:00,north,45.06755,7.692568,16.955,71.44,0.9755,98.7,0,train
10118,2025-03-05 22:00:00,harbour,45.041581,7.616162,20.824,74.3,,97.2,0,train
10119,2025-03-05 23:00:00,north,45.080534,7.689832,18.83,71.42,1.0307,94.9,0,train
10120,2025-03-06 00:00:00,north,45.0733,7.694049,19.213,71.11,,96.7,0,train
10121,2025-03-06 01:00:00,north,45.074002,7.678302,17.781,70.49,0.9977,98.7,0,train
10122,2025-03-06 02:00:00,harbour,45.04192,7.604846,24.585,62.37,1.0035,97.4,0,train
10123,2025-03-06 03:00:00,harbour,45.044415,7.60061,24.123,62.85,1.0763,96.3,0,train
10124,2025-03-06 04:00:00,north,45.065335,7.69032,21.487,66.69,0.9241,97.1,0,train
10125,2025-03-06 05:00:00,harbour,45.037578,7.600527,26.545,66.82,1.1156,96.3,0,train
10126,2025-03-06 06:00:00,north,45.071696,7.685871,21.92,64.55,0.9391,97.9,0,train
10127,2025-03-06 07:00:00,north,45.073259,7.689898,23.056,67.98,0.9883,95.8,0,train
10128,2025-03-06 08:00:00,north,45.068337,7.679029,21.072,73.18,0.9589,99.5,0,train
10129,2025-03-06 09:00:00,north,45.069225,7.68274,20.084,66.53,1.0059,97.0,0,train
10130,2025-03-06 10:00:00,hill,45.102526,7.733745,16.066,68.01,1.0268,96.5,0,train
10131,2025-03-06 11:00:00,north,45.06922,7.689752,18.923,74.69,,92.6,0,train
10132,2025-03-06 12:00:00,north,45.065167,7.678405,16.398,69.58,1.059,91.8,0,train
10133,2025-03-06 13:00:00,harbour,45.035234,7.61367,20.851,66.91,0.9656,95.7,0,train
10134,2025-03-06 14:00:00,hill,45.103636,7.738574,13.517,79.94,,95.1,0,train
10135,2025-03-06 15:00:00,hill,45.097009,7.735774,12.402,83.02,,99.8,0,train
10136,2025-03-06 16:00:00,harbour,45.037042,7.612847,16.529,75.03,0.9663,94.5,0,train
10137,2025-03-06 17:00:00,north,45.067312,7.692343,12.803,78.48,1.0292,94.0,0,train
10138,2025-03-06 18:00:00,hill,45.099738,7.736161,12.832,85.34,,97.5,0,train
10139,2025-03-06 19:00:00,harbour,45.041898,7.611929,17.615,75.52,0.9774,91.8,0,train
10140,2025-03-06 20:00:00,north,45.068157,7.684354,16.997,83.3,0.9652,96.0,0,train
10141,2025-03-06 21:00:00,harbour,45.040613,7.615317,18.715,69.4,1.0351,93.2,0,train
10142,2025-03-06 22:00:00,north,45.065891,7.684582,17.06,75.02,0.9938,90.2,0,train
10143,2025-03-06 23:00:00,hill,45.100959,7.738325,12.849,81.11,,92.1,0,train
10144,2025-03-07 00:00:00,harbour,45.042972,7.612538,21.067,71.97,1.0429,95.4,0,train
10145,2025-03-07 01:00:00,hill,45.10537,7.740712,15.857,78.01,,95.6,0,train
10146,2025-03-07 02:00:00,harbour,45.039053,7.608053,24.011,65.76,0.8946,95.1,0,train
10147,2025-03-07 03:00:00,north,45.071365,7.686406,22.387,75.9,1.0018,93.7,0,train
10148,2025-03-07 04:00:00,harbour,45.041656,7.613783,25.607,62.78,0.9659,95.6,0,train
10149,2025-03-07 05:00:00,north,45.07054,7.688105,19.773,73.39,0.9478,96.0,0,train
10150,2025-03-07 06:00:00,north,45.076277,7.691714,21.488,69.97,0.9635,95.6,0,train
10151,2025-03-07 07:00:00,north,45.068292,7.688005,21.189,67.14,,98.6,0,train
10152,2025-03-07 08:00:00,harbour,45.042569,7.616571,23.856,68.91,0.9886,97.3,0,train
10153,2025-03-07 09:00:00,north,45.071574,7.695875,21.196,62.04,1.0947,93.5,0,train
10154,2025-03-07 10:00:00,harbour,45.039949,7.616258,25.124,68.76,1.0387,94.0,0,train
10155,2025-03-07 11:00:00,harbour,45.036223,7.606712,22.117,62.01,0.9128,93.4,0,train
10156,2025-03-07 12:00:00,north,45.072642,7.678859,19.521,70.68,1.022,95.5,0,train
10157,2025-03-07 13:00:00,harbour,45.041923,7.615385,22.502,68.2,1.0743,97.3,0,train
10158,2025-03-07 14:00:00,north,45.07007,7.68413,15.528,75.55,0.9107,98.3,0,train
10159,2025-03-07 15:00:00,harbour,45.04096,7.613481,21.487,67.09,0.9363,95.5,0,train
10160,2025-03-07 16:00:00,north,45.069948,7.68515,17.385,79.81,0.9944,93.9,0,train
10161,2025-03-07 17:00:00,harbour,45.037282,7.618579,19.037,82.35,0.9723,93.0,0,train
10162,2025-03-07 18:00:00,north,45.071021,7.692037,16.985,79.75,1.0847,91.8,0,train
10163,2025-03-07 19:00:00,harbour,45.033636,7.606365,18.991,73.36,,98.5,0,train
10164,2025-03-07 20:00:00,harbour,45.040738,7.613389,20.305,68.32,1.0852,94.3,0,train
10165,2025-03-07 21:00:00,harbour,45.034852,7.610509,20.264,67.8,0.9298,94.0,0,train
10166,2025-03-07 22:00:00,north,45.068424,7.679451,15.763,82.14,0.957,98.6,0,train
10167,2025-03-07 23:00:00,hill,45.106688,7.738263,14.774,82.24,,93.7,0,train
10168,2025-03-08 00:00:00,north,45.068785,7.685296,18.131,79.26,1.026,94.7,0,train
10169,2025-03-08 01:00:00,north,45.067899,7.688236,18.602,77.32,1.0077,95.7,0,train
10170,2025-03-08 02:00:00,harbour,45.042868,7.624429,22.151,73.67,1.0808,91.2,0,train
10171,2025-03-08 03:00:00,north,45.068732,7.692672,19.725,69.24,1.0913,92.2,0,train
10172,2025-03-08 04:00:00,north,45.068174,7.691547,19.737,68.47,1.0991,100.0,0,train
10173,2025-03-08 05:00:00,harbour,45.039229,7.60997,26.168,58.54,0.9955,95.5,1,train
10174,2025-03-08 06:00:00,harbour,45.046846,7.606089,22.87,67.16,1.0443,90.8,0,train
10175,2025-03-08 07:00:00,harbour,45.043453,7.618268,25.004,63.5,0.9868,93.6,0,train
10176,2025-03-08 08:00:00,hill,45.105716,7.733493,17.429,75.33,,94.5,0,train
10177,2025-03-08 09:00:00,harbour,45.036029,7.612235,22.72,62.59,0.8844,95.9,0,train
10178,2025-03-08 10:00:00,north,45.072263,7.684126,20.733,70.95,0.9679,94.5,0,train
10179,2025-03-08 11:00:00,harbour,45.035611,7.612512,21.786,72.05,,92.3,0,train
10180,2025-03-08 12:00:00,north,45.071697,7.698067,19.667,72.06,,94.6,0,train
10181,2025-03-08 13:00:00,harbour,45.036313,7.610431,20.815,59.21,1.0805,96.8,0,train
10182,2025-03-08 14:00:00,north,45.077582,7.684595,17.108,75.23,0.9309,93.3,0,train
10183,2025-03-08 15:00:00,north,45.063035,7.687021,15.938,75.52,0.9596,92.2,0,train
10184,2025-03-08 16:00:00,hill,45.108654,7.736432,13.29,84.38,0.9404,92.3,0,train
10185,2025-03-08 17:00:00,harbour,45.043969,7.60599,19.79,70.92,,89.9,0,train
10186,2025-03-08 18:00:00,harbour,45.033662,7.603108,18.155,76.42,0.9551,96.9,0,train
10187,2025-03-08 19:00:00,harbour,45.039799,7.609075,18.75,71.46,1.048,95.0,0,train
10188,2025-03-08 20:00:00,harbour,45.046537,7.61092,21.017,71.18,1.0455,94.2,0,train
10189,2025-03-08 21:00:00,north,45.074302,7.682036,15.46,81.56,0.8946,94.7,0,train
10190,2025-03-08 22:00:00,harbour,45.034124,7.606952,22.248,67.03,0.8938,96.8,0,train
10191,2025-03-08 23:00:00,north,45.067676,7.681249,17.097,76.59,1.0417,93.5,0,train
10192,2025-03-09 00:00:00,harbour,45.036061,7.609968,21.247,70.19,1.0203,91.6,0,train
10193,2025-03-09 01:00:00,hill,45.099655,7.734333,14.333,81.68,,96.4,0,train
10194,2025-03-09 02:00:00,harbour,45.038184,7.603762,22.531,67.25,0.9989,89.6,0,train
10195,2025-03-09 03:00:00,hill,45.111116,7.732167,15.711,79.2,0.9384,93.4,0,train
10196,2025-03-09 04:00:00,harbour,45.041283,7.613684,24.01,58.27,1.0409,96.4,1,train
10197,2025-03-09 05:00:00,hill,45.102845,7.734277,19.222,71.43,,97.1,0,train
10198,2025-03-09 06:00:00,north,45.068408,7.679092,21.504,72.51,0.9695,93.9,0,train
10199,2025-03-09 07:00:00,hill,45.10641,7.733103,17.801,77.06,1.0244,93.9,0,train
10200,2025-03-09 08:00:00,north,45.072509,7.685786,20.016,67.36,1.003,93.8,0,train
10201,2025-03-09 09:00:00,north,45.066068,7.689723,19.883,68.21,1.0534,93.4,0,train
10202,2025-03-09 10:00:00,harbour,45.046613,7.603743,21.878,70.24,1.0215,93.7,0,train
10203,2025-03-09 11:00:00,harbour,45.036413,7.615293,21.312,70.88,0.9254,96.7,0,train
10204,2025-03-09 12:00:00,north,45.068635,7.683555,20.525,72.41,1.0124,94.9,0,train
10205,2025-03-09 13:00:00,hill,45.105544,7.73588,14.821,78.78,0.9439,97.3,0,train
10206,2025-03-09 14:00:00,north,45.076584,7.689274,15.778,77.61,1.0732,95.0,0,train
10207,2025-03-09 15:00:00,harbour,45.039357,7.607506,20.364,74.94,1.0798,93.1,0,train
10208,2025-03-09 16:00:00,north,45.070884,7.681823,17.269,71.34,1.0576,93.2,0,train
10209,2025-03-09 17:00:00,harbour,45.04595,7.611282,18.099,68.35,1.1109,98.1,0,train
10210,2025-03-09 18:00:00,harbour,45.043233,7.615471,18.575,77.33,1.0407,92.5,0,train
10211,2025-03-09 19:00:00,north,45.074248,7.683124,13.922,76.7,1.0746,95.7,0,train
10212,2025-03-09 20:00:00,harbour,45.044893,7.604777,17.371,77.71,1.048,91.7,0,train
10213,2025-03-09 21:00:00,hill,45.104779,7.731358,14.654,76.02,,94.7,0,train
10214,2025-03-09 22:00:00,north,45.072263,7.687745,20.57,66.02,1.0442,92.9,0,train
10215,2025-03-09 23:00:00,north,45.073406,7.691615,16.76,82.01,1.0153,92.7,0,train
10216,2025-03-10 00:00:00,north,45.069629,7.683288,16.616,75.71,1.0912,91.8,0,train
10217,2025-03-10 01:00:00,harbour,45.047132,7.610193,24.296,59.58,0.9459,92.0,1,train
10218,2025-03-10 02:00:00,hill,45.095796,7.733913,18.172,72.92,,93.8,0,train
10219,2025-03-10 03:00:00,north,45.066058,7.68513,21.197,68.88,0.9619,96.2,0,train
10220,2025-03-10 04:00:00,hill,45.109515,7.730073,19.804,70.67,1.0802,94.2,0,train
10221,2025-03-10 05:00:00,harbour,45.042448,7.609592,24.633,65.41,0.9871,91.6,0,train
10222,2025-03-10 06:00:00,north,45.067165,7.686863,21.92,63.91,0.9596,94.2,0,train
10223,2025-03-10 07:00:00,north,45.071253,7.686301,22.378,66.75,0.958,88.3,0,train
10224,2025-03-10 08:00:00,north,45.074087,7.685896,20.846,71.85,1.0237,93.1,0,train
10225,2025-03-10 09:00:00,harbour,45.038506,7.606769,24.709,67.11,,97.7,0,train
10226,2025-03-10 10:00:00,harbour,45.043813,7.609044,23.261,66.99,1.0606,88.4,0,train
10227,2025-03-10 11:00:00,north,45.069254,7.682228,19.753,68.34,0.9841,92.5,0,train
10228,2025-03-10 12:00:00,north,45.069289,7.691017,18.604,65.25,1.0461,95.1,0,train
10229,2025-03-10 13:00:00,hill,45.103466,7.742022,12.422,87.7,,96.9,0,train
10230,2025-03-10 14:00:00,harbour,45.045189,7.613486,20.429,66.12,1.0275,95.6,0,train
10231,2025-03-10 15:00:00,north,45.065266,7.693723,14.595,76.97,1.1531,92.2,0,train
10232,2025-03-10 16:00:00,north,45.068275,7.684324,14.724,78.66,0.9906,96.4,0,train
10233,2025-03-10 17:00:00,harbour,45.043394,7.610348,17.013,77.19,0.9942,96.2,0,train
10234,2025-03-10 18:00:00,hill,45.098869,7.728335,13.133,80.73,1.0494,92.3,0,train
10235,2025-03-10 19:00:00,north,45.063422,7.686938,14.986,74.96,0.951,93.1,0,train
10236,2025-03-10 20:00:00,north,45.072021,7.683532,15.243,77.72,0.9776,91.2,0,train
10237,2025-03-10 21:00:00,north,45.069752,7.686258,17.55,82.97,0.9733,92.3,0,train
10238,2025-03-10 22:00:00,harbour,45.040157,7.614223,21.125,79.69,1.0134,95.7,0,train
10239,2025-03-10 23:00:00,north,45.070315,7.684599,17.38,74.01,0.9318,90.5,0,train
10240,2025-03-11 00:00:00,north,45.065858,7.680224,16.158,79.2,1.0724,95.2,0,train
10241,2025-03-11 01:00:00,north,45.081397,7.685586,20.002,64.21,1.0075,93.5,0,train
10242,2025-03-11 02:00:00,north,45.06581,7.685451,19.759,72.42,1.0099,93.5,0,train
10243,2025-03-11 03:00:00,harbour,45.039005,7.611953,23.814,68.76,0.9925,91.6,0,train
10244,2025-03-11 04:00:00,harbour,45.035061,7.615168,25.533,62.28,0.999,94.2,0,train
10245,2025-03-11 05:00:00,north,45.068083,7.684756,20.853,77.35,0.8847,92.4,0,train
10246,2025-03-11 06:00:00,north,45.075851,7.684497,21.566,72.57,1.0647,92.3,0,train
10247,2025-03-11 07:00:00,harbour,45.040822,7.620428,26.027,65.27,0.9566,89.4,0,train
10248,2025-03-11 08:00:00,hill,45.106126,7.740159,18.861,62.35,,92.6,0,train
10249,2025-03-11 09:00:00,hill,45.101813,7.734387,17.05,72.92,,91.8,0,train
10250,2025-03-11 10:00:00,north,45.076999,7.68121,21.664,71.78,0.9903,94.3,0,train
10251,2025-03-11 11:00:00,hill,45.104402,7.732639,17.559,72.7,,92.8,0,train
10252,2025-03-11 12:00:00,hill,45.098754,7.736746,17.548,67.63,1.0852,92.3,0,train
10253,2025-03-11 13:00:00,north,45.072827,7.690041,17.584,72.32,0.9961,91.4,0,train
10254,2025-03-11 14:00:00,harbour,45.039268,7.623798,20.61,76.51,0.9718,91.2,0,train
10255,2025-03-11 15:00:00,north,45.072174,7.684664,17.372,77.67,1.0243,90.9,0,train
10256,2025-03-11 16:00:00,north,45.070303,7.686648,16.191,80.07,0.8768,93.7,0,train
10257,2025-03-11 17:00:00,harbour,45.0418,7.610137,19.043,73.39,0.9576,89.4,0,train
10258,2025-03-11 18:00:00,north,45.070293,7.686309,15.171,84.51,0.9511,89.3,0,train
10259,2025-03-11 19:00:00,harbour,45.037125,7.610022,18.562,62.05,0.9825,92.7,0,train
10260,2025-03-11 20:00:00,hill,45.097738,7.729632,12.0,77.69,,95.1,0,train
10261,2025-03-11 21:00:00,hill,45.107649,7.739992,12.518,89.46,,92.8,0,train
10262,2025-03-11 22:00:00,north,45.069204,7.686573,17.339,79.23,0.9852,91.8,0,train
10263,2025-03-11 23:00:00,north,45.070888,7.692306,17.33,76.0,1.0076,96.3,0,train
10264,2025-03-12 00:00:00,hill,45.10189,7.732461,13.944,78.39,,92.7,0,train
10265,2025-03-12 01:00:00,hill,45.095652,7.736261,16.385,69.08,0.9849,90.9,0,train
10266,2025-03-12 02:00:00,hill,45.098637,7.738219,18.923,71.09,,92.3,0,train
10267,2025-03-12 03:00:00,harbour,45.046325,7.602685,25.76,62.66,1.0654,94.0,0,train
10268,2025-03-12 04:00:00,harbour,45.037602,7.60545,22.566,63.99,1.0422,91.2,0,train
10269,2025-03-12 05:00:00,north,45.068212,7.689699,20.667,75.88,1.0756,93.5,0,train
10270,2025-03-12 06:00:00,north,45.063873,7.686488,22.563,71.85,0.9926,91.2,0,train
10271,2025-03-12 07:00:00,north,45.067631,7.676919,21.689,67.8,1.0146,92.1,0,train
10272,2025-03-12 08:00:00,harbour,45.03925,7.608353,24.862,68.11,1.0186,92.4,0,train
10273,2025-03-12 09:00:00,north,45.068853,7.680813,20.635,70.24,0.9842,86.8,0,train
10274,2025-03-12 10:00:00,harbour,45.040443,7.609628,23.681,67.23,0.9988,94.2,0,train
10275,2025-03-12 11:00:00,harbour,45.038211,7.619656,21.729,66.95,0.9194,92.9,0,train
10276,2025-03-12 12:00:00,north,45.067438,7.683192,19.821,81.51,0.941,92.5,0,train
10277,2025-03-12 13:00:00,hill,45.103679,7.745051,13.55,74.32,,92.0,0,train
10278,2025-03-12 14:00:00,north,45.071024,7.684797,16.769,75.25,0.9433,91.1,0,train
10279,2025-03-12 15:00:00,harbour,45.040164,7.60842,21.45,73.43,1.0223,94.2,0,train
10280,2025-03-12 16:00:00,north,45.076702,7.693793,16.951,79.7,1.0189,91.5,0,train
10281,2025-03-12 17:00:00,hill,45.104552,7.739741,12.433,75.38,1.0211,93.2,0,train
10282,2025-03-12 18:00:00,harbour,45.041374,7.618881,18.826,69.15,0.9876,88.0,0,train
